COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS
clinical governance,the role of clinical audit in clinical governance,article,board zealand care clinical new govern quality role audit governance health
the developing mind,the role of cognitive reserve accumulated in midlife for the relation between chronic diseases and cognitive decline in old age a longitudinal follow up across six years,article,decline relation age disease accumulate midlife follow cognitive year library reserve six role old longitudinal chronic check across
teaching learning and working in culturally diverse environments,the role of context advances in motivation and achievement,book,education achievement motivation role advance context
cultural competency within and across organisations,the role of culture compatibility in successful organizational marriage,article,relation compatibility service relationship successful organizational marriage culture role marketing customer
strategic research in international markets,the role of customer regulatory orientation and fit in online shopping across cultural contexts,article,consumer economics management across cultural business behavior industrial organizational fit orientation regulatory online role shopping context customer
public sector management,the role of departmental secretaries personal reflections on the breadth of responsibilities today,book,official politics personal government breadth executive law today employee australia secretary departmental reflection role responsibility
developing research skills and methods oua,the role of documentation in practice led research,article,lead practice australia documentation role experiential research
gis for environmental management and planning,the role of environmental context in mapping invasive plants with hyperspectral image data,article,data hyperspectral map invasive role plant image context environmental
issues of protection,the role of family support services in keeping nsw children safe nsw family services inc,book,south family support welfare service government keep new child wale policy safe inc role nsw
changing economies of asia,the role of fdi in chinas economic development,article,development economic history policy fdi role chinas
cognitive processes,the role of fear relevant stimuli in visual search a comparison of phylogenetic and ontogenetic stimuli,article,search comparison ontogenetic phylogenetic relevant stimulus role fear visual
the developing mind,the role of immaturity in human development,article,role human immaturity development
nurturing creativity in the early years,the role of media and emerging representation in early childhood,article,life medium education second representation world virtual emerge role early childhood
introduction to creative arts therapies in counselling,the role of metaphor in art therapy theory method and experience,book,metaphor therapy philosophy experience art theory role method
transitions to post carbon society,the role of narratives in socio technical transitions fukushima and the energy regimes of japan germany and the united kingdom,article,germany japan energy regime narrative socio transition united kingdom role fukushima technical
organisational behaviour and management,the role of performance appraisals in motivating employees,article,appraisal science citizenship performance behavior employee organizational role motivate social engagement
counselling adults,the role of positive emotions in positive psychology the broaden and build theory of positive emotions,article,mental emotion clinical positive broaden psychiatry art psychology role theory build health humanity miscellaneous
adolescent health and development,the role of puberty in the developing adolescent brain,article,adolescent brain develop neurobiology puberty role science research
environmental policy and law,the role of public participation in the genetically modified organisms debate,article,modify debate genetically participation role public organisms
strategies for growth and excellence,the role of scenarios in strategic foresight,article,role foresight scenario strategic
principles of environmental impact assessment,the role of science in environmental impact assessment process and procedure versus purpose in the development of theory,article,development environment process procedure law impact assessment purpose versus theory decision role declaration rio science make aspect environmental
community and social policy,the role of social exclusion and other metaphors in contemporary british social policy a cognitive critical approach,article,mental british metaphor education critical preschool cognitive approach child policy contemporary psychology role social health exclusion aspect
international financial markets and institutions,the role of superannuation in the financial sector and in aggregate saving a review of recent trends,book,workplace relation financial trend recent sector law legal superannuation aggregate review empirical legislation role labour research save
professional nursing practice in a complex world,the role of teamwork and communication in the emergency department a systematic review,article,nurse teamwork department service communication emergency review role public health systematic
one health for biodiversity conservation,the role of the national wildlife disease program in wildlife disease surveillance and emergency response,article,south program national emergency wildlife new drought wale endanger specie response role disease surveillance
research project,the role of the professional community in action research,article,professional action role community research
small medium and large,the role of the reader explorations in the semiotics of texts,book,texts semiotics reader analysis role exploration discourse
the role of the perioperative nurse surgeons assistant,the role of the registered nurse as first assistant to the surgeon unpublished paper,book,first surgeon paper role 1984 social nurse political assistant michel register operating 1926 operate unpublished foucault view nursing room
supply chain management and logistics,the role of transportation in logistics chain,article,role chain logistics transportation
agroforestry and farm forestry,the role of trees in sustainable agriculture review papers presented at the australian conference the role of trees in sustainable agriculture albury victoria sic australia october 1991,book,australian tree woodlots sic victoria 1991 paper review agriculture australia albury conference congress role congresses present october sustainable
conservation medicine,the role of veterinary medicine in endangered species conservation,article,wild conservation animal specie endanger medicine role veterinary
conservation medicine,the role of veterinary medicine in wildlife rehabilitation,article,south employment program rehabilitation worker train occupation ranger new wale wildlife medicine role aiatsiss park veterinary
conservation medicine,the roles of optimism in conservation biology,article,optimism biology conservation ecology role ecosystems
paul,the roman army and the new testament,book,roman service army palestine empire bible rome b military foreign history c new testament art 30 science 284
writing genre,the romance fiction of mills boon 1909 1990s,book,romance read century britain mill criticism book firm 20th 1909 1990s woman boon history fiction english great
peoples history of south east asia,the romance of ktut tantri and indonesia,book,indone sie manner customs cits ricains 1942 ame romance paradise tantri japonaise occupation ktut personnel revolt 1945 k tut indonesia
water and earth science,the roots of modern environmentalism,book,modern philosophy conservation nature environmentalism ecology history root protection environmental
asian centuries,the roots of modern japan,book,1600 1981 modernisation modern japan tokugawa history root meiji 1868 1912 period
writing lives,the rose boys,book,cricket 1999 rise robert australia athlete 1952 boy biography player
introduction to sound studies,the rough guide to critics musicians discuss the role of the music press,article,australian interpretation discuss guide criticism music ethnomusicology press role yindi group rough critic aboriginal yothu musician
introduction to film studies,the routledge companion to cinema and gender,book,cinema sex routledge motion picture companion role gender
theories of text and culture,the routledge companion to critical and cultural theory,book,etc cultural manual philosophy criticism critical routledge companion theory handbooks
critical topics in communication and media studies,the routledge companion to digital ethnography,book,innovation ethnography medium methodology aspect routledge anthropology companion ethnology social digital technological
issues and themes in contemporary writing,the routledge companion to gothic,book,criticism horror country routledge history english companion literature speaking revival american gothic tale
advanced molecular biology modern concepts and applications,the routledge companion to latina o popular culture,book,popular routledge culture companion latina
structure of english,the routledge companion to news and journalism,book,news medium journalism mass language routledge companion art discipline
religion and popular culture,the routledge companion to religion and popular culture,book,religion mind spirit popular energy gaia routledge religious culture companion earth body aspect
religions and the state,the routledge companion to the study of religion,book,religion education study teach routledge companion
video games industry and culture,the routledge companion to video game studies,book,video game tv spel study routledge computerspiel companion
introduction to literature writing and performance,the routledge dictionary of literary terms,book,term dictionary routledge literary critique literature litte rature terminologie
crime risk and security,the routledge handbook of international crime and justice studies,book,criminology handbook international study routledge crime justice administration criminal
managing intercultural communication,the routledge handbook of language and intercultural communication,book,etc manual communication handbook language routledge culture intercultural handbooks
sustainable tourism,the routledge handbook of tourism and sustainability,book,tourism handbook sustainability campgrounds routledge travel general park sustainable
sustainable tourism,the routledge handbook of tourism and the environment,book,tourism etc environment manual handbook ecotourism sustainable routledge handbooks aspect environmental
australia asia and the world,the routledge handbook of tourism in asia,book,tourism handbook asia routledge social aspect
destination management,the routledge handbook of tourism marketing,book,budget tourism geography handbook walk routledge hike travel marketing
criminal justice,the routledge handbook on crime and international migration,book,race handbook emigration international migration immigration routledge crime
sport education,the routledge physical education reader,book,training education study teach reader routledge curriculum physical
page and stage,the rover,book,1815 rover century war 20th 1800 fiction english text novel napoleonic
spies saboteurs and secret agents,the rusi journal,journal,militaires rusi riodiques military navals et art pe journal science
europe under the dictators,the russian revolution,book,russian 1917 union soviet 1921 history february revolution russia
europe under the dictators,the russian revolution broadening understandings of 1917,article,australian revolution south understanding ne newspaper 1917 new wale australia u russian sydney broaden
modern japan,the russo japanese war in cultural perspective 1904 1905,book,russo cultural war perspective 1904 1905 japan japanese eastern history europe social aspect
introduction to fiction writing,the rustle of language,book,semiotics rustle analysis language philology discourse
culture and religion in asia,the sacred and the secular practical applications of water rituals in the ifugao agricultural system,article,agricultural practical water sacred application secular ritual ifugao system
conservation medicine,the sacred balance rediscovering our place in nature,book,human philosophy balance nature ecology sacred place rediscover social
chiropractic skills,the sacroiliac joint an overview of its anatomy function and potential clinical implications,article,potential implication overview clinical function anatomy sacroiliac joint
work and well being,the safety health practitioner borehamwood,journal,borehamwood practitioner health safety
advanced qualitative approaches to research,the sage dictionary of qualitative inquiry,book,dictionary science methodology qualitative dictionaries sage inquiry social research
legal research methods for honours,the sage dictionary of social research methods,book,dictionary science methodology dictionaries sage culture method social research
global environmental issues,the sage encyclopedia of action research,book,social metoder aksjonsforskning encyclopedia forskning essay sage forskningsmetoder action science encyclopedias research
australia asia and the world,the sage encyclopedia of intercultural competence,book,communicative communication interpersonal encyclopedia sage competence intercultural encyclopedias
current issues in corporate governance,the sage handbook of corporate governance,book,management economics business handbook industrial organizational sage corporate governance development
advanced counselling practice,the sage handbook of counselling and psychotherapy,book,etc manual handbook counsel sage psychotherapy
ecocultural studies,the sage handbook of environment and society,book,environmental environment being human handbook society nature ecology sage science effect
introduction to film studies,the sage handbook of film studies,book,film filmwetenschap handbook study teach motion sage picture
play and pedagogies in early childhood education,the sage handbook of play and learning in early childhood,book,learn etc handbooks program education manual handbook sage play early childhood activity
web analytics,the sage handbook of qualitative data collection,book,science data collection handbook methodology qualitative essay sage datenerhebung social research
veterinary professional investigation,the sage handbook of qualitative methods in health research,book,medical handbook study methodology qualitative sage policy case medicine method health research
research and therapeutic interventions in counselling psychology,the sage handbook of qualitative research in psychology,book,research handbook qualitative sage psychology design
issues and practices,the sage handbook of research in international education,book,education handbook international state sage research
tourism and events project,the sage handbook of social research methods,book,science forschungsmethode handbook methodology sage sozialwissenschaften method social research
english education in the secondary years a,the sage handbook of writing development,book,skill handbook study teach language sage exercise english composition art write reference development writing
conservation biology,the salinity crisis landscapes communities and politics,book,politics change crisis ecology australia salt soil salinity western community landscape
introduction to indigenous popular culture,the sapphires an interview with wayne blair and tony briggs,article,australian interview life film tony briggs producer director woman comedy motion wayne custom picture sapphire blair aboriginal social
introduction to australian indigenous studies,the sapphires were not the australian supremes neoliberalism history and pleasure in,article,australian maker film supremes neoliberalism 01 cummeragunja history sw sapphire art pleasure nsw sj55
introduction to indigenous popular culture,the sapphires were not the australian supremes neoliberalism history and pleasure in the sapphires,article,australian maker film supremes neoliberalism 01 cummeragunja history sw sapphire art pleasure nsw sj55
peoples history of south east asia,the sarawak museum journal,journal,sarawak museum journal science borneo
contract law,the satanita 1895 p 248,article,p 248 satanita 1895
culture communities and sustainability in asia,the scandal of food speculation,article,bribery speculation scandal interest food general
introduction to chiropractic,the schism in chiropractic through the eyes of a 1st year chiropractic student,article,schism chiropractic eye student 1st year
environmental monitoring,the science and application of ecological monitoring,article,monitoring conservation variation temporal application ecological science adaptive biodiversity environmental
case conceptualisation and assessment in counselling,the science and practice of case conceptualization,article,state nursing practice standard psychiatric case medicine method science conceptualization
working with adults,the science and practice of cognitive behaviour therapy,book,therapy practice cognitive science behaviour
homicide and death investigation,the science of forensic entomology,book,store medical arthropod pests forensic product entomology public science health
transitions to post carbon society,the science of genius,article,1829 england chemist critical study sir humphry genius congress chemistry biography 1778 science davy
introductory homeopathy,the science of homeopathy,book,homeopathy science
the impact on patient safety,the science of human factors separating fact from fiction,article,human separate fiction fact science factor
public sector management,the science of muddling through,article,australian south newspaper zealand nz new wale muddling u sydney science
public policy and international affairs foundations,the science of politics an introduction,book,political science politics introduction
comparative governance and public administration,the science of public administration three problems,article,social problem three policy administration public science
asian studies project,the science of sustainable development local livelihoods and the global environment,book,livelihood environment resource natural conservation local global rural science development sustainable
organisational behaviour and management,the science of training and development in organizations what matters in practice,article,regional innovation training victoria education vocational matter train organization practice australia planning science development
counselling children and adolescents,the science of trust emotional attunement for couples,book,emotional couple relationships woman people attunement married trust psychology science man
professional practice in music,the science psychology of music performance creative strategies for teaching and learning,book,creative psychological music performance study instruction teach strategy psychology learning science aspect
curriculum specialisation science i,the science teacher,journal,study science teacher teach
culture and religion in asia,the scientific monthly,journal,exacte monthly science wetenschappen scientific
theory and method,the scientific review of mental health practice,journal,mental service clinical practice review psychiatry psychology social health scientific
advanced criminal law,the scope and the grounds of responsibility,article,judicial ground remedy act law review australia administrative responsibility scope
britain in the reformation era,the scots confession 1560,book,1560 study presbyterian scot comparative church confession creed reformation scotland
britain in the reformation era,the scottish reformation church and society in sixteenth century scotland,book,sociale sixteenth century society 16th scottish history church reformation geschiedenis scotland
act one screenwriting,the screenwriters bible a complete guide to writing formatting and selling your script,book,script screenwriter television guide sell bible complete motion picture format write authorship
peoples history of south east asia,the sea nomads a study of the maritime boat people of southeast asia,book,sea maritime southeast boat study asia people anthropology nomad southeastern
research in political ecology,the search for empowerment social capital as idea and practice at the world bank,book,search economic practice bank aspect idea empowerment world capital project social development
life and the universe,the search for life in the universe,book,life search planet origin astronomy universe
media empires and entrepreneurs,the search how google and its rivals rewrote the rules of business and transformed our culture,book,google industry search firm business rewrite transform internet culture rival engine rule web
mental health practice,the second curve thoughts on reinventing society,book,forecasting science society study economic curve future second thought reinvent prediction social
transformations in the global order,the second image reversed the international sources of domestic politics,article,reverse domestic politics international regulation law source second rule image
global media and culture,the second self computers and the human spirit,book,perception process psychological human spirit aspect self computer second data electronic
introduction to sociology,the second shift,book,career family dual mother study work state second shift case united unite
the second world war in europe,the second world war,book,war japanese 1937 second world 1945 1939 sino
the second world war in europe,the second world war and an epilogue on the years 1945 to 1957,book,1874 war 1939 britain 1965 second 1957 world europe great 1945 epilogue winston year churchill
the second world war in europe,the second world war volume 1 the german war 1939 1942,book,diplomatic volume 1 war britain 1942 second history world great 1945 german 1939
transforming the real,the secret life of things virginia woolf and the matter of modernism,article,british life study irish matter thing woolf virginia literary modernism literature secret
public policy and international affairs foundations,the secretary general ki moon has apologized for united nations role in the deadly haiti cholera outbreak,article,deadly apologize cholera haiti nation outbreak secretary united ki moon role general
developing strategic intelligence,the secrets to successful strategy execution,article,successful mimosaceae execution farm strategy dry bean secret pea plan
terrorists gangsters and the state,the securitisation of pandemic influenza framing security and public policy,article,public pandemic frame security policy securitisation influenza
perspectives on security and terrorism,the security puzzle theory building and discipline building in international security,article,ethic international legal security australia building build puzzle theory evaluation discipline
writing from the edge,the selected poems of frank ohara,book,poet select state ohara poem united american poetry frank
environmental monitoring,the selection testing and application of terrestrial insects as bioindicators,article,terrestrial insect application selection bioindicators test
self and society,the self as social construction,article,memory construction self congress disorder congresses social autobiographical
global justice,the sense of justice,article,cave book review sense justice eric
sensory cultures,the senses and society,journal,society sens sense culture sensation
paul,the sermon on the mount and human flourishing a theological commentary,book,sermon interpretation etc criticism human mount theological jesus christ flourish commentary teaching
music industry landscapes,the seventh stream the emergence of rocknroll in american popular music,book,emergence criticism music popular state rocknroll history united stream seventh american rock
page and stage,the sexual politics of behns rover after patriarchy,article,rover patriarchy politics sexual behns
sex and the media,the sexualization of childhood,book,century human 21st state sexualization child condition united health social body childhood hygiene
sex and the media,the sexualization of girls and girlhood causes consequences and resistance,book,girl popular state woman behavior sexualization resistance young culture united girlhood sexual cause consequence unite
ecocultural studies,the shadows of consumption consequences for the global environment,book,consumption economics environment environmentalism global shadow consequence aspect environmental
alternative and mainstream communities,the shakers hands to work hearts to god the history and visions of the united society of believers in christs second appearing from 1774 to the present,book,believer hand society 1774 work state vision christs second history god shaker united heart appear present unite pictorial
alternative and mainstream communities,the shakers two centuries of spiritual reflection,book,doctrine life modern 1500 century author christian spiritual history shaker christianity reflection period two
introduction to written texts,the shakespeare handbook,book,interpretation shakespeare etc 1564 manual handbook criticism 1616 william
what is science,the shallows how the internet is changing the way we think read and remember,book,read neuropsychology way psychological physiological change think remember internet shallow aspect effect
food and beverage management,the shared table ideas for australian cuisine,book,australian share cook wild idea australia food cuisine habit table
communicating global issues,the shareholder wealth effects of modern slavery reporting requirements,article,wealth modern rule shareholder regulation law requirement slavery corporate governance reporting method effect
comparative corporate governance and international operations,the shareholders vs stakeholders debate,article,shareholder vs stakeholder debate
web analytics,the sharing economy a pathway to sustainability or a nightmarish form of neoliberal capitalism,article,form pathway capitalism medium education human share economy interaction sustainability nightmarish neoliberal computer technology
introduction to politics,the shock doctrine the rise of disaster capitalism,book,doctrine financial capitalism free shock crisis rise disaster enterprise
introduction to psychology ii,the short handbook for writers,book,directory handbook short australia publisher publish poetry writer story
short story writing,the short stories,book,horror short english tale story
short story writing,the short story the reality of artifice,book,verhalen artifice korte kurzgeschichte short reality story
modern japan,the showa economic experience,article,issue drama study experience showa economic woman play gender
factual production,the shut up and shoot documentary guide a down dirty dv production,book,recording video shoot film guide production documentary shut direction dirty filmproduktion dv
factual production,the shut up and shoot freelance video guide a down dirty dv production,book,recording video shoot film guide documentary production shut freelance direction dirty dv art
freedom in the age of the internet,the signal and the noise the art and science of prediction,book,signal methodology history theory decision forecast statistical art science prediction bayesian noise
principles of environmental impact assessment,the significance of environmental impacts an exploration of the concept,article,environmental environment being human psychological land impact concept clear exploration significance aspect effect
principles of environmental impact assessment,the significance spectrum and eia significance determinations,article,individual tree organic insect determination significance eia control protection type spectrum plant biological
literary studies reading culture,the signifying monkey a theory of african american literary criticism,book,monkey etc author criticism oral state tradition literary history united literature theory signify american african mythology
environmental policy and law,the silence of the plan will the convention on biological diversity and the ramsar convention be implemented in the murray darling basin,article,diversity geography darling act law ramsar murray silence australia basin water 2007 implement convention biological plan
the silk roads,the silk roads a new history of the world,book,imperialism roads road silk history world new
public sector management,the simon waldo debate a review and update,article,separation agency debate waldo simon review library administrative update power check
economics in society,the singapore economic review,journal,economics malaysia economic review condition singapore
professional practice in music,the singers companion,book,singer guidance sing study instruction vocational companion
critical metaphysics,the six great themes of western metaphysics and the end of the middle ages,book,medieval age philosophy middle great theme history metaphysics six western end
principles and processes of interventions,the skilled helper a problem management and opportunity development approach to helping,book,skilled management problem behavior counsel approach psychology helper help opportunity development
critical social work group work and social work leadership,the skills of helping individuals families groups and communities,book,family service skill education work group community help social individual
alternative and mainstream communities,the slave community plantation life in the antebellum south,book,south life plantation state southern slavery community u slave antebellum
small medium and large,the small screen how television equips us to live in the information age,book,live age television usa broadcast screen fernsehprogramm equips u information small social aspect
sensory cultures,the smell culture reader,book,odorat zintuigen smell reader culture et sen sensation
sex and the media,the social construction of gender,book,construction state feminism united social gender
health and society,the social construction of medical knowledge,article,construction medical knowledge medicine congresses social
international security and strategy,the social construction of organised political violence an analytical framework,article,construction political science book review organise framework social analytical violence
information and knowledge management systems,the social life of information,book,social life society informatietechnologie technology information aspect
sociologies of design,the social life of things commodities in cultural perspective,book,life cultural perspective economic thing history anthropology commodities social commerce aspect
small medium and large,the social media reader,book,innovation medienpolitik medium reader technological social aspect
global social movements,the social movements reader cases and concepts,book,study reader concept case movement social
strengthening young peoples social and emotional wellbeing,the social origins of health and well being,book,life origin well aspects quality social health aspect class
professional practice in music,the social psychology of music edited by david j hargreaves and adrian c north,book,david north music c psychology hargreaves edit musik adrian j social
leading organisational decision making,the social psychology of power,book,influence authority control power psychology social
democracy and political change,the social requisites of democracy revisited 1993 presidential address,article,sub growth africa revisit address economic presidential democracy 1993 requisite social saharan
people corporates and globalisation,the social responsibility of international business from ethics and the environment to csr and sustainable development,article,economics environment business ethic international sustainability report survey responsibility corporate csr method social development sustainable
imperialism and colonialism in modern history,the social world of batavia europeans and eurasians in colonial indonesia,book,relation ethnic colonial indonesia european eurasians interracial jakarta marriage condition world batavia social
environmental education,the socioecological educator a 21st century renewal of physical health environment and outdoor education,book,sociology educational century environment education 21st objective international renewal comparative educator aim physical socioecological health outdoor
contemporary asia,the sociolinguistics of hip hop as critical conscience dissatisfaction and dissent,book,jargon dissatisfaction hip slang critical hop conscience dissent culture sociolinguistics youth
ideas and identity,the sociological imagination,book,sociology science sociological imagination social sociologie
authorship and writing,the sociological quarterly,journal,sociological sociology quarterly sociologie
introduction to sociology,the sociological quest an introduction to the study of social life,book,sociology life study change introduction sociological quest social sociologie
corruption anti corruption and its discontents,the sociological turn in corruption studies why fighting graft in the developing world is often unnecessary and sometimes counterproductive,article,develop sociological often 862x corruption university turn newspaper sometimes unnecessary study 1321 counterproductive humanity graft fight world monash digital
sociology of children family and communities,the sociology of childhood,book,sociology popular state child culture united childhood
understanding community,the sociology of community connections,book,neighborliness social sociology connection community network
principles of gastronomy,the sociology of food eating diet and culture,book,alimentaires sociology nutrition culture food habitude voeding eat diet
travel and tourism in society,the sociology of tourism theoretical and empirical investigations,book,tourism sociology theoretical empirical sociological investigation social aspect
nonstandard lives work and family in australia,the sociology of work,book,sociology work occupation social class
economy ecology and social life local and global perspectives,the sociology of work introduction,book,relation sociology work industrial introduction
operating systems and systems programming,the sockets networking api unix network programming,book,program socket api network unix
physics of materials,the solid state an introduction to the physics of crystals for students of physics materials science and engineering,book,engineering student crystal state solid introduction material science physic
contemporary reading and writing practices,the souls code in search of character and calling,book,souls search code character fate fatalism child call individuality
introduction to sound studies,the sound book the science of the sonic wonders of the world,book,book work popular world wonder science sonic sound noise
sound production,the sound on sound book of recording and production techniques for the recording musician,book,recording etc production manual book reproduce direction musician handbooks sound record technique
sound production,the sound reinforcement handbook,book,engineering equipment acoustical handbook reproduce reinforcement supply sound record
introduction to audio production,the sound studio,book,television radio broadcast reproduce studio sound record effect
introduction to sound studies,the soundscape our sonic environment and the tuning of the world,book,tuning environment physics philosophy music aesthetic acoustic world soundscape sonic sound
creative ways to work with community oua,the soundscapes of australia music place and spirituality,book,spirituality century geography criticism philosophy music 20th aesthetic australia history place soundscapes
strategies for growth and excellence,the sources of dynamism in dynamic capabilities,article,learn management intellectual source psychology capability dynamism capital knowledge congress social dynamic aspect
international security and strategy,the south atlantic quarterly,journal,south quarterly culture civilization atlantic
development and sustainability,the south centre south unity south progress an analysis of the doha climate conference cop18,article,south progress unity climate analysis cop18 conference centre doha
transitions to post carbon society,the southern journal of philosophy,journal,philosophy journal southern philosophie
detection and diagnostics,the southern pine beetle dendroctonus frontalis zimmermann coleoptera scolytidae,article,beetle scolytidae southern frontalis coleoptera zimmermann pine dendroctonus
parliamentary democracy,the sovereignty of parliament history and philosophy,book,parliament britain philosophy sovereignty history power great legislative
overseas aid and international development oua,the space of vulnerability the causal structure of hunger and famine,article,vulnerability hunger famine structure causal space
europe under the dictators,the spanish civil war and the coming of the second world war,article,war planet mar come spanish second imaginary fiction world civil warfare space battle
terrorists gangsters and the state,the spectacle of violence in duterte s war on drugs,article,cultural spectacle science duterte war study drug social philippine miscellaneous violence
international political economy,the spectre at the feast capitalist crisis and the politics of recession,book,feast capitalist capitalism recession politics economic crisis security history spectre
ontrack,the spell of the sensuous perception and language in a more than human world,book,spell perception philosophy human nature sense sensuous language world
international marketing,the spillover effects of prototype brand transgressions on country image and related brands,article,spillover relate transgression brand country prototype image effect
the creeds 100 500 ce,the spirit of early christian thought seeking the face of god,book,face spirit theology seek christian 600 history thought church ca 30 god early primitive
crime science,the splatt case,article,reform forensic law trial case science splatt
psychiatry psychology and the law,the spoils of freedom,book,feminist post psychological freedom communism eastern psychoanalysis theory europe spoil aspect
conservation biology,the sport of debating winning skills and strategies,book,win item debate skill overseas strategy speak sport public
sports practicum,the sports coach as educator re conceptualising sports coaching,book,recreation relationship soccer coach athletics athlete educator conceptualise sport
conservation medicine,the spread of pathogens through trade in wildlife,article,wildlife trade spread pathogen
stakeholder governance in a business society ecosystem,the stakeholder approach a sustainability perspective,article,perspective sustainability sustain approach stakeholder world corporation sustainable
europe under the dictators,the stalinist dictatorship,book,1879 stalinist stalin politics government 1953 dictatorship 1917 union soviet joseph 1936
authorship and writing,the standard edition of the complete psychological works of sigmund freud,book,edition freud psychological work complete standard freudian psychoanalysis theory sigmund
psychiatry psychology and the law,the standard edition of the complete psychological works of sigmund freud volume 21 1927 1931 the future of an illusion civilization and its discontents and other works,book,volume edition freud 1931 illusion psychological 21 work complete future standard freudian 1927 psychoanalysis civilization theory sigmund discontent
justice in world politics,the stanford encyclopedia of philosophy,journal,die encyclope philosophy encyclopedia stanford philosophie
terrorists gangsters and the state,the state and illegality in indonesia,book,indonesia illegality state racketeering
research in political ecology,the state and social power in global environmental politics,book,management politics cooperation international resource natural state global policy power decision social make environmental
democracy in doubt,the state of democracy and representation in australia,article,management worker state industrial australia democracy u representation vi
development and sustainability,the state of food security from availability access and rights to food systems approaches,article,activity right access availability copyright safety state security justice approach order food patent public science research system
clinical governance,the state of health services partnering with consumers evidence from an online survey of australian health services,article,consumer australian evidence service partner state online survey health
democracy and political change,the state of resistance popular struggles in the global south,book,south struggle develop country anti globalization state popular resistance global movement democratization social
nursing management of chronic illness,the state of the science on nursing best practices for diabetes self management,article,dependent non management best prevention effectiveness state insulin cost preventive nursing australia practice self medicine diabetes science
sustainable urban communities,the state of the worlds cities report 2006 2007 the millenium development goals and urban sustainability 30 years of shaping the habitat agenda united nations human settlements programme,book,sustainability city report 2007 urban year goal nation programme shape 30 development habitat millenium capability settlement water united 2006 human state world agenda integration
transformations in the global order,the state past present future,book,political state future history present science past
inventing the future,the stateless people,article,etc refugee law jinken legal people stateless status congresses
asian centuries,the status and role of thai women in the pre modern period a historical and cultural perspective,article,perspective economics econometrics modern thai cultural woman status historical pre finance role period
indigenous health and cultural diversity,the status of rural nursing in australia 12 years on,article,nurse 12 workforce nursing australia condition rural status legislation remote social year
environmental policy and law,the status of the precautionary principle in australia its emergence in legislation and as a common law doctrine,article,common doctrine principle legislation law australia status precautionary emergence
radiographic science and practice,the sternum anthony summers describes the signs and symptoms of fracture to the sternum and highlights the investigations that should be undertaken for patients with sternal injury,article,highlight anthony describe sign undertaken patient symptom sternum summer fracture investigation injury sternal
counselling adults,the stigma of suicide survivorship and related consequences a systematic review,article,stigma review survivorship related consequence suicide systematic
religion and society,the stillborn god religion politics and the modern west,book,religion germany century modern politics stillborn 20th west history god
indigenous peoples law and society,the stories we tell law narratives and an aboriginal perspective on section 70 of the western australian constitution,article,australian 70 constitution perspective government tell law section australia condition policy western narrative aboriginal social colony story
ideas and identity,the story of a slut walk,article,issue study woman walk slut gender story
english education,the story of christian music from gregorian chant to black gospel an authoritative illustrated guide to all the major traditions of music for worship,book,black guide worship music gregorian christian chant authoritative tradition religious gospel church illustrate major story
great books past and present 2,the strange familiar structure infrastructure and adichie s americanah,article,adichie structure strange americanah infrastructure familiar
human resource management perspectives,the strategic hr role do australian hr professionals have the required skills,article,australian skilled management hr skill human strategic professional resource require role labour
managing evaluating and developing human resources,the strategic performance management process,article,management brand strategic process performance product name plan
terrorism in a globalised world,the strategies of terrorism,article,national 810105 terrorism intelligence security strategies 810107 defence emerge 810104 technology
strategic management for tourism and hospitality enterprises,the strategy process,book,de planification e tudes gique strategic process study case ca strategy strate plan
indigenous case management,the strengths approach a strengths based resource for sharing power and creating change,book,create family service victoria share work resource change strength approach base power psychology autonomy community social strengths
