COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS
general physics,conceptual physics fundamentals,book,physics textbooks physics conceptual physics fundamentals
physical assessment and rehabilitation,neuromusculoskeletal examination and assessment: a handbook for therapists,book,musculoskeletal system examination handbooks manuals etc physical therapy handbooks manuals etc neurologic examination handbooks manuals etc neuromusculoskeletal examination and assessment a handbook for therapists
modern japan,the women of suye mura,book,women suye mura japan social conditions suye mura japan social conditions women japan sue mura kumamoto ken social conditions the women of suye mura
issues and crisis management,negotiation: strategies for mutual gain : the basic seminar of the harvard program on negotiation,book,negotiation conflict management interpersonal conflict negotiation strategies for mutual gain the basic seminar of the harvard program on negotiation
issues and crisis management,journal of communication,journal,communication periodicals communications research and methodology communicatie journal of communication
a wicked problem,"contemporary politics in australia: theories, practices and issues",book,australia politics and government political science australia contemporary politics in australia theories practices and issues
digital forensics,aes: journal of the audio engineering society,journal,sound recording and reproducing periodicals acoustical engineering periodicals electro acoustics periodicals aes journal of the audio engineering society
case based inquiry acute care perspectives 2,the american journal of gastroenterology,journal,intestines diseases periodicals stomach diseases periodicals gastroenterology periodicals the american journal of gastroenterology
approaches to writing and reading,creative writing : a workbook with readings,book,reference writing skills creative writing handbooks manuals etc language arts disciplines composition creative writing creative writing a workbook with readings
asian studies project,"the real world of ngos: discourses, diversity, and development",book,non governmental organizations philippines case studies women in development philippines case studies case studies the real world of ngos discourses diversity and development
advanced research in the arts (oua),the power of feedback: 35 principles for turning feedback from others into personal and professional change,book,communication in organizations organizational change feedback psychology the power of feedback 35 principles for turning feedback from others into personal and professional change
introduction to community development,community work in the 1990s,book,air quality management congresses work environment air purification congresses community work in the 1990s
introduction to community development,"schools, communities and social inclusion",book,social change australia community and school australia educational sociology australia schools communities and social inclusion
global media and culture,governing global electronic networks: international perspectives on policy and power,book,telecommunication policy telecommunication international cooperation information science technology policy governing global electronic networks international perspectives on policy and power
global media and culture,"media studies: texts, production, context",book,mass media mass media textbooks reference writing skills media studies texts production context
global media and culture,media audiences and identity: self-construction in the fan experience,book,regional and cultural studies social theory mass media and culture media audiences and identity self construction in the fan experience
wildlife comparative pathology,investigation of characteristics and factors associated with avian mycobacteriosis in zoo birds,article,investigation of characteristics and factors associated with avian mycobacteriosis in zoo birds
wildlife medicine,invertebrate medicine,book,veterinary medicine invertebrates diseases invertebrates invertebrate medicine
"mobile worlds migrants, refugees and the politics of belonging",shadowed lives: undocumented immigrants in american society,book,illegal aliens california southern illegal aliens california san diego county san diego county shadowed lives undocumented immigrants in american society
communications and cultures in the global era,"language, culture and curriculum",journal,language and languages study and teaching periodicals language and languages language and languages periodicals language culture and curriculum
european human rights law,the economics and labour relations review,journal,industrial relations australia periodicals australia economic conditions periodicals economics research australia periodicals the economics and labour relations review
learning in a university context,teaching critical thinking: practical wisdom,book,teaching democracy and good governance critical thinking teaching critical thinking practical wisdom
european human rights law,"journal of occupational health and safety, australia and new zealand",journal,industrial safety australia periodicals industrial safety new zealand periodicals industrial hygiene new zealand periodicals journal of occupational health and safety australia and new zealand
introduction to mental health issues,international journal for the advancement of counselling,journal,counseling periodicals counseling pe riodiques education periodicals international journal for the advancement of counselling
medical radiations science,rn,journal,nursing periodicals nursing nursing care rn
advanced molecular biology modern concepts and applications,complex tv: the poetics of contemporary television storytelling,book,reference writing skills narracja language arts disciplines composition creative writing complex tv the poetics of contemporary television storytelling
advanced molecular biology modern concepts and applications,tv outside the box: trailblazing in the digital television revolution,book,internet television digital television streaming technology telecommunications tv outside the box trailblazing in the digital television revolution
radiographic science and practice,the american journal of sports medicine,journal,sports injuries periodicals sports medicine periodicals sports medicine periodicals the american journal of sports medicine
wound assessment,advances in skin & wound care,journal,wound healing periodicals wounds and injuries treatment periodicals wound healing advances in skin wound care
contemporary media theory,culture,book,social structure culture philosophy culture philosophie culture
money market dealing,jassa the finsia journal of applied finance,journal,jassa the finsia journal of applied finance
marketing theory and practice,"marketing: theory, evidence, practice",book,industrial management professions marketing marketing marketing theory evidence practice
introduction to sociology,the international migration review,journal,emigration and immigration periodicals emigration and immigration regional focus area studies sociology and social work the international migration review
introduction to sociology,young,journal,youth research periodicals youth scandinavia periodicals youth research young
critical social work group work and social work leadership,social work and society,journal,social service social service periodicals social welfare social work general social work and society
equity markets,the equity trader course,book,stocks the equity trader course
sex and the media,"the handbook of gender, sex, and media",book,women in mass media gays in mass media sex in mass media the handbook of gender sex and media
enabling occupation performance challenges a,using environments to enable occupational performance,book,occupational therapy methods sociology medical occupational therapy environmental aspects using environments to enable occupational performance
the idea of travel global perspectives,voyages and visions: towards a cultural history of travel,book,voyages and travels travel travel history voyages and visions towards a cultural history of travel
childrens literature a comparative study,harry potter and the prisoner of azkaban,book,wizards juvenile fiction magic juvenile fiction hogwarts school of witchcraft and wizardry imaginary organization juvenile fiction harry potter and the prisoner of azkaban
the idea of travel global perspectives,questions of travel: postmodern discourses of displacement,book,modernism literature letterkunde postmodernism literature questions of travel postmodern discourses of displacement
the idea of travel global perspectives,imperial eyes: travel writing and transculturation,book,africa description and travel africa relations europe europe relations latin america imperial eyes travel writing and transculturation
business strategy,strategic management: creating competitive advantages,book,strategic planning management strategisches management strategic management creating competitive advantages
introduction to media studies,the public sphere: an introduction,book,communication social aspects mass media social aspects information aspect social the public sphere an introduction
psychology research project statistics and research design for professional psychology,journal of abnormal psychology,journal,psychology pathological social psychology psychology pathological periodicals journal of abnormal psychology
leading organisational decision making,journal of management inquiry,journal,organizational behavior periodicals management periodicals personalwirtschaft journal of management inquiry
emerging economies in a globalising world,journal of product and brand management,journal,marques commerciales advertising brand name products periodicals new products management periodicals journal of product and brand management
emerging economies in a globalising world,journal of marketing research,journal,marketing research periodicals marketing marketing research journal of marketing research
emerging economies in a globalising world,journal of the market research society,journal,marketing research periodicals marketing research marketing recherche journal of the market research society
emerging economies in a globalising world,qualitative market research,journal,consumers research methodology market surveys methodology consumers research methodology periodicals qualitative market research
marketing theory and practice,the journal of marketing theory and practice,journal,the journal of marketing theory and practice
marketing theory and practice,competitive advantage: creating and sustaining superior performance,book,competition industrial management wettbewerb competitive advantage creating and sustaining superior performance
introduction to mammalian embryology,textbook of assisted reproductive techniques: laboratory and clinical perspectives,book,human reproductive technology handbooks manuals etc human reproductive technology clinical laboratory techniques textbook of assisted reproductive techniques laboratory and clinical perspectives
transition to practice,mental health in australia: collaborative community practice,book,mental health australia australia mental health services australia mental health in australia collaborative community practice
strategic management,cases in business and management,book,industrial management case studies business education case studies corporations case studies cases in business and management
video games industry and culture,handbook of computer game studies,book,computer games juegos con computadora manuales sociale aspecten handbook of computer game studies
enabling occupation performance challenges a,the journal of hand surgery,journal,hand surgery periodicals hand surgery hand surgery the journal of hand surgery
psychology a,journal of applied school psychology,journal,special education periodicals special education journal of applied school psychology
management ethics and corporate governance,business ethics: managing corporate citizenship and sustainability in the age of globalization,book,de veloppement durable society europa business ethics managing corporate citizenship and sustainability in the age of globalization
emergency nursing,progress in cardiovascular diseases,journal,cardiovascular system diseases cardiovascular system diseases periodicals cardiovascular diseases progress in cardiovascular diseases
indigenous perspectives on teaching and learning,comparative education,journal,comparative education periodicals education periodicals e ducation pe riodiques comparative education
emergency nursing,medicine,journal,medicine periodicals medicine medicine general medicine
media empires and entrepreneurs,the media and communications in australia,book,communication australia mass media australia mass media the media and communications in australia
managing people and organisations,business communication quarterly,journal,communication in management united states business education business communication quarterly
theory and practice of interpreting,community interpreting,book,translating and interpreting translating and interpreting social aspects interpre tation traduction community interpreting
contemporary film theory and criticism,the cambridge companion to postmodernism,book,postmodernism postmoderne philosophy the cambridge companion to postmodernism
advanced molecular biology modern concepts and applications,storytelling in the media convergence age: exploring screen narratives,book,storytelling in mass media narration rhetoric convergence telecommunication storytelling in the media convergence age exploring screen narratives
the ethnomusicology of improvisation,saying something: jazz improvisation and interaction,book,improvisation music jazz criticism and interpretation jazz saying something jazz improvisation and interaction
creative development for children,delivering authentic arts education,book,art study and teaching higher australia art teachers training of australia student teachers australia delivering authentic arts education
torts,dlr - dominion law reports,journal,law reports digests etc canada municipal law periodicals dlr dominion law reports
leadership in social work and human services,leadership and management in social care,book,leadership human services personnel training of social work administration leadership and management in social care
english education in the secondary years a,language & learning: an introduction for teaching,book,english language study and teaching primary language arts primary linguistics language learning an introduction for teaching
english education in the secondary years a,cambridge journal of education,journal,education study and teaching periodicals teachers training of great britain periodicals education study and teaching cambridge journal of education
political psychology,proceedings of the royal society b: biological sciences,journal,science periodicals science mathematics periodicals proceedings of the royal society b biological sciences
introduction to sociology,journal of family studies,journal,marriage australia periodicals families australia periodicals australia social conditions periodicals journal of family studies
"crime, risk and security",the british journal of criminology,journal,crime periodicals criminology periodicals deviant behavior periodicals the british journal of criminology
camera culture from analogue to digital representation,"markets, ethics, and business ethics",book,economics moral and ethical aspects business ethics ethics markets ethics and business ethics
media and culture,new media: an introduction,book,mass media influence mass media social aspects mass media political aspects new media an introduction
introduction to sociology,sociology: a down to earth approach,book,sociology non classifiable australian sociology a down to earth approach
medicine,practical ethics for general practice,book,medical ethics family practice ethics physician patient relations ethics practical ethics for general practice
medicine,the medical interview: the three-function approach,book,physician and patient medical history taking physician patient relations the medical interview the three function approach
the public sphere,the media and modernity: a social theory of the media,book,communication social aspects mass media social aspects massenmedien the media and modernity a social theory of the media
foundations of finance,"accounting, organizations and society",journal,accounting periodicals social accounting periodicals accounting social aspects periodicals accounting organizations and society
conveyancers professional practice,australian company secretary,journal,management australia periodicals business periodicals corporation secretaries periodicals australian company secretary
theories of text and culture,modest_witness@second_millennium. femaleman_meets_oncomouse: feminism and technoscience,book,technology social aspects computers and civilization feminist theory modest_witness second_millennium femaleman_meets_oncomouse feminism and technoscience
social policy and law for social work,in the shadow of the law,book,public welfare law and legislation australia social workers legislation and jurisprudence society social sciences in the shadow of the law
lifestyle medicine and professional practice,canadian family physician,journal,canada medicine periodicals medicine canadian family physician
psychological and environmental influences in lifestyle medicine,british journal of dermatology,journal,dermatology periodicals syphilis periodicals dermatology british journal of dermatology
swallowing across the lifespan,international journal of palliative nursing,journal,palliatieve behandeling palliative treatment periodicals palliative treatment international journal of palliative nursing
organisational behaviour,organizational behavior,book,organizational behavior management psychology industrial organizational behavior
managing information systems (online),strategy + business,journal,strategic planning strategisches management management strategy business
children and the law,family court review,journal,domestic relations courts united states periodicals united states domestic relations courts family court review
consumer behaviour,advances in consumer research,journal,consumer behavior periodicals consumentenonderzoek consommateurs pe riodiques advances in consumer research
professional learning project,a companion to qualitative research,book,qualitative research research methodology social sciences research a companion to qualitative research
professional naturopathic studies,journal of parenteral and enteral nutrition,journal,nutrition enteral nutrition enteral feeding periodicals journal of parenteral and enteral nutrition
introduction to lifestyle medicine,the journal of nutrition,journal,nutrition periodicals diet periodicals nutrition the journal of nutrition
export management,journal of small business and enterprise development,journal,journal of small business and enterprise development
the fourth estate news journalism,media and journalism: new approaches to theory and practice,book,mass media philosophy journalism philosophy mass media study and teaching higher media and journalism new approaches to theory and practice
primary health care midwifery,health & place,journal,health policy periodicals health services accessibility periodicals health services accessibility health place
play and pedagogies in early childhood education,"early childhood curriculum: planning, assessment and implementation",book,early childhood education curricula curriculum planning early childhood education early childhood curriculum planning assessment and implementation
enhancing student wellbeing,health education & behavior,journal,gesundheitsverhalten health education health education health education behavior
research for social work,children and youth services review,journal,social work with children periodicals social work with youth periodicals social work with children children and youth services review
local government,climatic change,journal,climatic changes periodicals climatology periodicals climatic changes climatic change
local government,local government studies,journal,local government periodicals local government great britain periodicals administration locale local government studies
food and wine technology,neurogastronomy: how the brain creates flavor and why it matters,book,brain physiology medical physiology olfactory perception physiology neurogastronomy how the brain creates flavor and why it matters
teaching the gifted,australasian journal of gifted education,journal,gifted children education australasia periodicals special education australia periodicals special education periodicals australasian journal of gifted education
midwifery continuity partnerships a,international journal of gynecology & obstetrics,journal,obstetrics periodicals gynecology periodicals obstetrics international journal of gynecology obstetrics
care management and leadership,leadership & nursing: contemporary perspectives,book,nursing australia management leadership nursing management leadership nursing contemporary perspectives
introduction to indigenous research,"worldviews: global religions, culture & ecology",journal,nature religious aspects periodicals human ecology religious aspects e cologie humaine aspect religieux worldviews global religions culture ecology
human rights,unsw law journal,journal,unsw law journal
4 intern study i iv,exceeding expectations: mastering the seven keys to professional success,book,higher education job commitment work support self efficacy learning motivation trainees expectations training satisfaction job training technical further and workplace education exceeding expectations mastering the seven keys to professional success
preoperative assessment and planning,aorn journal,journal,operating room nursing periodicals nursing periodicals chirurgie geneeskunde aorn journal
welfare law,australian family lawyer,journal,australian family lawyer
modern art and the avantgarde,"vision and difference: femininity, feminism and histories of art",book,feminism and art ku nstlerin frau vision and difference femininity feminism and histories of art
professional placement,asia pacific media educator,journal,mass media study and teaching asia periodicals communication study and teaching pacific area periodicals mass media study and teaching pacific area periodicals asia pacific media educator
"obesity, weight control and metabolic health management",the journal of clinical endocrinology & metabolism,journal,metabolism periodicals endocrinology periodicals metabolism the journal of clinical endocrinology metabolism
"social work organisations, leadership and management",journal of social work,journal,community health services social service social service periodicals journal of social work
stakeholder engagement,research policy,journal,research management periodicals research industrial periodicals research periodicals research policy
issues of protection,child protection: a guide for teachers and child care professionals,book,child sexual abuse prevention child abuse prevention child welfare child protection a guide for teachers and child care professionals
english for academic purposes,crime prevention and community safety,journal,crime prevention community policing periodicals crime prevention periodicals crime prevention and community safety
understanding children and childhood,constructing and reconstructing childhood: contemporary issues in the sociological study of childhood,book,children cross cultural studies children kinderen constructing and reconstructing childhood contemporary issues in the sociological study of childhood
english education curriculum and pedagogy,a literature companion for teachers,book,english language study and teaching australia literature appreciation english literature study and teaching australia a literature companion for teachers
indigenous tourism,striving for sustainability: case studies in indigenous tourism,book,business enterprises tourism business striving for sustainability case studies in indigenous tourism
"advanced research seminar in tourism, hospitality and events",tourism research methods,book,heritage tourism research tourism research business economics industries hospitality travel tourism tourism research methods
making history,"long history, deep time: deepening histories of place",book,australia history aboriginal australians history regions countries australia pacific islands oceania long history deep time deepening histories of place
sensory motor assessments and interventions,ajot: american journal of occupational therapy,journal,occupational therapy ajot american journal of occupational therapy
professional experience i enhancing student learning,"classroom behaviour: a practical guide to effective teaching, behaviour management and colleague support",book,behavior modification classroom management effective teaching classroom behaviour a practical guide to effective teaching behaviour management and colleague support
human resource management,info,journal,info
positive behaviour support,journal of educational & psychological consultation,journal,journal of educational psychological consultation
ocean change biology,ices journal of marine science,journal,fishes periodicals ocean periodicals fisheries periodicals ices journal of marine science
healthcare professional portfolio part a,teaching and learning in nursing,journal,nursing periodicals infirmie res associate degree e ducation pe riodiques infirmie res associate degree pe riodiques teaching and learning in nursing
food and drink in contemporary society,"food, culture and society: an international journal of multidisciplinary research",journal,food social aspects periodicals nutrition policy periodicals food social aspects food culture and society an international journal of multidisciplinary research
communication development across the lifespan,infant behavior and development,journal,infants periodicals infant psychology periodicals children growth periodicals infant behavior and development
physical health care in mental health,general hospital psychiatry,journal,psychiatry periodicals psychiatric department hospital periodicals psychiatry united states periodicals general hospital psychiatry
"peace, war and international politics",international political sociology,journal,international relations international relations periodicals political sociology periodicals international political sociology
writing across the genres,after romulus,book,gaita raimond 1946 yugoslavs victoria biography gaita romulus after romulus
writing across the genres,the elements of autobiography and life narratives,book,biography as a literary form autobiography authorship the elements of autobiography and life narratives
developing a professional portfolio part b,asia-pacific journal of teacher education,journal,teachers training of teachers training of pacific area periodicals australasia asia pacific journal of teacher education
spa management,the routledge handbook of health tourism,journal,160402 recreation leisure and tourism geography tourism 150601 impacts of tourism the routledge handbook of health tourism
principles of international business,multinational business review,journal,international business enterprises periodicals comparative accounting periodicals international business enterprises accounting periodicals multinational business review
advanced secondary curriculum pedagogy i,australian journal of environmental education,journal,conservation of natural resources study and teaching australia periodicals environnement e tude et enseignement australie pe riodiques conservation of natural resources study and teaching australian journal of environmental education
introduction to science for health professions,evidence-based practice across the health professions,book,evidence based medicine clinical medicine decision making clinical medicine evidence based practice across the health professions
accountability and collaboration,inclusive and adaptive teaching: meeting the challenge of diversity in the classroom,book,mainstreaming in education inclusive education educational equalization inclusive and adaptive teaching meeting the challenge of diversity in the classroom
"legal research context, perspective and method",the landscape of qualitative research: theories and issues,book,social sciences research qualitative reasoning sciences sociales recherche the landscape of qualitative research theories and issues
writing project a (research and writing),the australian author,journal,australian literature periodicals australian society of authors periodicals writing periodicals the australian author
analysing policy problems,analysing social policy : a governmental approach,book,social policy cross cultural studies social policy evaluation social policy analysing social policy a governmental approach
international tourism systems,tourism management perspectives,journal,tourism management perspectives
issues and themes in contemporary writing,extrapolation,journal,science fiction history and criticism periodicals science fiction bibliography periodicals science fiction extrapolation
international and comparative human resource management,thunderbird international business review,journal,commerce commerce periodicals international trade thunderbird international business review
"australia, asia and the world",journal of chinese political science,journal,social conditions political science china periodicals china social conditions periodicals journal of chinese political science
narratives of health and illness,nursing times: nt,journal,nursing great britain periodicals nursing periodicals nurses great britain periodicals nursing times nt
graduate studies project i,nurse author & editor,journal,nursing authorship nursing literature editing periodicals publishing nurses instruction nurse author editor
"australia, asia and the world",metro magazine,journal,bus lines periodicals buses periodicals bus lines metro magazine
smart liveable cities,government information quarterly,journal,government publications library resources periodicals libraries special collections government publications periodicals government information periodicals government information quarterly
marketing (online),marketing review,journal,marketing research periodicals marketing marketing research marketing review
entrepreneurship and marketing (online),360 the ashridge journal,journal,management periodicals 360 the ashridge journal
allied health honours seminar ii,a students guide to methodology: justifying enquiry,book,education research methodology handbooks manuals etc research methodology social science research a students guide to methodology justifying enquiry
allied health honours seminar ii,realistic evaluation,book,evaluation research social action programs evaluation e valuation de programme realistic evaluation
strategic marketing of destinations and hotels,strategic marketing in tourism services,book,strategic planning marketing tourism marketing strategic marketing in tourism services
mobility and personal care occupations,occupational therapy: practice skills for physical dysfunction,book,occupational therapy people with disabilities rehabilitation occupational therapy occupational therapy practice skills for physical dysfunction
justice in world politics,ethics & international affairs,journal,morale politique relations internationales international relations moral and ethical aspects periodicals ethics international affairs
strategic management,harvard business review. jan/feb,journal,gsm corporation united states depreciation inflation harvard business review jan feb
introduction to mammalian embryology,developmental biology,journal,biology periodicals developmental biology periodicals developmental biology periodicals developmental biology
corporate social responsibility and business ethics,the economist (online),journal,the economist online
communications and cultures in the global era,international journal of conflict management,journal,conflits sociaux pe riodiques social conflict periodicals diplomatic negotiations in international disputes international journal of conflict management
contemporary nursing practice,home health care management & practice,journal,soins a domicile pe riodiques home care services periodicals home care services periodicals home health care management practice
corporate social responsibility and business ethics,business strategy and the environment,journal,industries environmental aspects periodicals industrial management environmental aspects periodicals industrial management environmental aspects business strategy and the environment
medical radiations science,british medical journal,journal,me decine pe riodiques medicine me decine re sume s analytiques british medical journal
the ethnomusicology of improvisation,critical inquiry,journal,critical theory periodicals history periodicals arts periodicals critical inquiry
australian capital markets,reserve bank of australia bulletin,journal,finance australia statistics periodicals australia economic conditions periodicals australia economic conditions 1976 1990 statistics periodicals reserve bank of australia bulletin
contemporary media theory,audience analysis,book,mass media audiences me dias publics publieksonderzoek audience analysis
money market dealing,jassa : the finsia journal of applied finance,journal,jassa the finsia journal of applied finance
money market dealing,jassa,journal,jassa
advanced financial accounting,australian accounting review,journal,accounting periodicals accounting standards australia periodicals accounting australia periodicals australian accounting review
reading the city literary genres,shadowboxing,book,fitzroy vic fiction families fiction metropolitan areas victoria fiction shadowboxing
teaching music theory and practice,update: applications of research in music education,journal,music instruction and study periodicals musicology periodicals school music instruction and study united states periodicals update applications of research in music education
academic writing,essential skills for science and technology,book,technology study and teaching higher science study and teaching higher study skills essential skills for science and technology
academic writing,the english journal,journal,english philology study and teaching periodicals english philology periodicals english language study and teaching secondary periodicals the english journal
strategic management,beyond the boundaries: leading and re-creating the successful enterprise,book,organizational change australia corporate reorganizations australia corporate reorganizations beyond the boundaries leading and re creating the successful enterprise
research in political ecology,the journal of peasant studies,journal,sociology rural periodicals peasants periodicals peasantry periodicals the journal of peasant studies
mental health practice,frontiers in psychology,journal,cognitive science periodicals cognitive science psychology periodicals frontiers in psychology
money market dealing,commercial banking: the management of risk,book,risk management bank management international finance textbooks commercial banking the management of risk
comparative cyberlaw,american journal of comparative law,journal,comparative law periodicals rechtsvergelijking droit compare american journal of comparative law
the idea of travel global perspectives,new world encounters,book,america america early accounts to 1600 history and criticism amerika new world encounters
childrens literature a comparative study,my place,book,morgan sally 1951 january 18 my place aboriginal australians western australia social conditions aboriginal australians australia western australia biography my place
research and therapeutic interventions in counselling psychology,cognitive behavior therapy: basics and beyond,book,cognitive therapy cognitive therapy methods kognitive psychotherapie cognitive behavior therapy basics and beyond
psychological assessment and intervention,assessment,journal,personality tests periodicals psychodiagnostics pe riodiques mental disorders assessment
sociology of deviance,australian and new zealand journal of criminology,journal,criminology australia periodicals criminology periodicals criminology australian and new zealand journal of criminology
strategic management,contemporary strategic management: an australasian perspective,book,australasia business planning strategic planning australasia contemporary strategic management an australasian perspective
introduction to mammalian embryology,molecular biology of the cell,book,molecular biology cytology cells molecular biology of the cell
the language game why do we talk the way we do?,the cambridge encyclopedia of language,book,language and languages dictionaries linguistics dictionaries linguistics the cambridge encyclopedia of language
managing employee relations,flinders journal of law reform,journal,flinders journal of law reform
international law and policy,international financial management,book,international finance foreign exchange international business enterprises finance international financial management
psychological assessment and intervention,journal of pediatric psychology,journal,clinical child psychology periodicals clinical child psychology child psychology periodicals journal of pediatric psychology
teacher as a professional,british educational research journal,journal,education research great britain periodicals education research great britain british educational research journal
criminal justice,crime and society,book,crime sociological aspects criminology sociologische aspecten crime and society
principles of property law,cambridge law journal,journal,cambridge law journal
sociocultural foundations of health and physical education,"asia-pacific journal of health, sport & physical education",journal,physical education and training periodicals physical education and training australia periodicals health education periodicals asia pacific journal of health sport physical education
early years literacy and numeracy,teaching student-centered mathematics: developmentally appropriate instruction for grades pre-k--2,book,mathematics study and teaching primary individualized instruction mathematics study and teaching elementary united states teaching student centered mathematics developmentally appropriate instruction for grades pre k 2
english education,the cambridge history of twentieth-century music,book,music 20th century history and criticism music neue musik the cambridge history of twentieth century music
english education,shostakovich studies,book,shostakovich dmitrii dmitrievich 1906 1975 criticism and interpretation shostakovich dmitri dmitrievich 1906 1975 criticism and interpretation shostakovich dmitrii dmitrievich 1906 1975 criticism and interpretation shostakovich studies
introduction to film studies,film sound: theory and practice,book,film geluidsfilms son enregistrement et reproduction film sound theory and practice
contexts for child development the developing child,clinical pediatrics,journal,pediatrics periodicals me decine clinique pe riodiques pediatrics clinical pediatrics
"crime, risk and security",international studies review,journal,international relations periodicals world politics 1989 periodicals relations internationales pe riodiques international studies review
marketing theory and practice,marketing principles,book,marketing marketing asia textbooks asia marketing principles
academic writing,what is this thing called science?,book,science philosophy science australian what is this thing called science
medicine,kumar & clarks clinical medicine,book,clinical medicine health and wellbeing clinical medicine kumar clarks clinical medicine
introduction to sociology,the australian way of life: a sociological introduction,book,national characteristics australian australia social conditions social conditions the australian way of life a sociological introduction
swallowing across the lifespan,aphasiology,journal,aphasia afasie aphasie pe riodiques aphasiology
organisational behaviour,the organizational behavior reader,book,organizational behavior psychology industrial the organizational behavior reader
children and the law,australian journal of family law,journal,domestic relations australia periodicals family law australia periodicals marriage law australia periodicals australian journal of family law
"advanced research seminar in tourism, hospitality and events",surviving your thesis,book,dissertations academic education higher the ses et e crits acade miques surviving your thesis
networked society,journal of internet law,journal,cyber law united states computer networks law and legislation united states periodicals journal of internet law
criminal process,criminal law and philosophy,journal,criminal law philosophy criminal law philosophy periodicals strafrecht criminal law and philosophy
utilising research to promote quality in health care,journal of radiology nursing,journal,medical radiology nursing nursing periodicals journal of radiology nursing
us history from reconstruction to globalization,cinema journal,journal,motion pictures periodicals film motion pictures cinema journal
framing modernity,"art in theory, 1900-1990: an anthology of changing ideas",book,visual arts art modern 20th century philosophy art modern philosophy art in theory 1900 1990 an anthology of changing ideas
writing lives,writing creative nonfiction: instruction and insights from teachers of the associated writing programs,book,creative writing prose literature authorship creative writing higher education writing creative nonfiction instruction and insights from teachers of the associated writing programs
writing across the genres,writing crime fiction (books for writers),book,fiction authorship fiction technique authorship writing crime fiction books for writers
nutrition physiology,nature reviews,journal,immunology immunity periodicals immunity nature reviews
communication in organisations,the interpersonal communication book,book,interpersonal communication nonverbal communication interpersonal relations the interpersonal communication book
midwifery continuity partnerships b,drug and alcohol dependence,journal,drug abuse periodicals alcoholism periodicals drug abuse drug and alcohol dependence
gastronomic tourism,tourism culture & communication,journal,tourism periodicals tourism social aspects periodicals tourism tourism culture communication
short story writing,writing short stories : a writers and artists companion,book,short story authorship creative writing creative writing guides reference writing skills writing short stories a writers and artists companion
"learners, teachers and pedagogies",intervention in school and clinic,journal,special education periodicals enfants handicape s mentaux e ducation pe riodiques children with disabilities education intervention in school and clinic
writing project a (research and writing),writing down the bones,book,language arts disciplines composition creative writing goldberg natalie interviews goldberg natalie writing down the bones
writing across the genres,science fiction in the 20th century,book,science fiction 20th century history and criticism science fiction history and criticism science fiction science fiction in the 20th century
evidencebased practice,bmc medical research methodology,journal,medicine research methodology periodicals health medicine general health services research methods bmc medical research methodology
pharmacognosy,trease and evans pharmacognosy,book,pharmacognosy pharmazeutische biologie farmacognosie trease and evans pharmacognosy
issues and themes in contemporary writing,south asian popular culture,journal,popular culture south asia periodicals south asia popular culture south asian popular culture
photography and digital imaging,colby quarterly,journal,maine history periodicals humanities humanities periodicals colby quarterly
"mental health in community, nongovernment and primary health settings",community mental health journal,journal,mental health periodicals community mental health services periodicals social service periodicals community mental health journal
hot topics feature journalism,the daily miracle: an introduction to journalism,book,journalism journalisme journalism australia the daily miracle an introduction to journalism
advanced studio practice i,the contemporary print: from pre-pop to postmodern,book,prints 20th century europe gravure 20e sie cle prints american the contemporary print from pre pop to postmodern
indigenous rights,indigenous peoples in international law,book,indigenous peoples legal status laws etc indigenous peoples international law internationaal recht indigenous peoples in international law
