COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS
visual communication and design,designing brand identity: an essential guide for the whole branding team,book,design team whole essential name brand identity guide product advertising branding marketing
entrepreneurship in tourism and hospitality,australian small business & investing.,journal,small investment periodical management invest australia business australian
overseas aid and international development (oua),the anthropology of development and globalization: from classical political economy to contemporary neoliberalism,book,development anthropology cultural neoliberalism globalization classical economy fusion political contemporary
overseas aid and international development (oua),"who is the developed woman?: women as a category of development discourse, kumaon, india",article,kumaon development discourse category woman india develop
overseas aid and international development (oua),towards new developmentalism: market as means rather than master,book,development mean market economic new towards rather policy developmentalism relation international master
virtual environments for games and simulations,ai game programming wisdom 4,book,game design wisdom 4 program artificial graphic ai intelligence computer
finance law,financial services law and compliance in australia,book,industry legislation financial compliance service bank australia institution law
"small, medium and large",television studies: the basics,book,basic perform dance broadcast television art study
issues and practices,international education: principles and practice,book,practice principle education objectives aim international
teaching physical education years 7 -10,"a salutogenic, strengths-based approach as a theory to guide hpe curriculum change",article,change strength salutogenic 2732 salutogenesis approach base guide curriculum theory hpe orthopedics sport medicine
communication research,research methodology : a step-by-step guide for beginners,book,science social step guide beginner research methodology
"primary curriculum iv (humanities and social science, science)","pedagogy of freedom: ethics, democracy, and civic courage",book,courage popular pedagogy teach ethic democracy education freedom critical civic
"primary curriculum iv (humanities and social science, science)",managing inquiry-based classrooms,article,aspect classroom educational education manage inquiry outdoor standard base method
terrorism in a globalised world,approaches for countering violent extremism at home and abroad,article,abroad extremism home violent approach empowerment relation international counter
materials chemistry,advanced inorganic chemistry: a comprehensive text,book,text comprehensive advance inorganic chemistry inorganique chimie
wellbeing,australias health 2012: in brief,book,2012 statistic australia public medical health australias brief care
wellbeing,achper australia healthy lifestyles journal,journal,achper periodical education australia training health recreation lifestyles healthy physical journal
wellbeing,mindfulness and physical activity,article,activity physical mindfulness
wellbeing,mindful eating: principles and practice,article,advertise eating practice principle mindful australia advertising publicidad
wellbeing,an exploratory study of wellness travel: differences between u.s. and non-u.s. travelers,article,aspect industry traveler economic wellness australia non u exploratory difference study travel
introduction to sustainable development (oua),the tragedy of the commons,article,student science teach common tragedy environment attitude sustainability study
introduction to sustainable development (oua),organizational change for corporate sustainability: a guide for leaders and change agents of the future,book,change organizational development leader plan future corporate sustainable guide agent business sustainability
understanding religion in australian society,hinduism,book,hindouisme hinduism religion
understanding religion in australian society,australian religious thought,book,theology australia history religious australian think thought
developing strategic intelligence,a leaders framework for decision making,article,making leader make decision framework business mathematical model
advanced business analysis and design,ieee software,journal,ieee software periodical program computer electronic
women in asian societies,chinese family and kinship,book,chinese family kinship famille chine histoire verwantschap
data structures and abstractions,data structures and algorithms in c++,book,science structure program language data algorithm algorithms computer c
sustainable urban water systems,environmental hydrology and hydraulics: eco-technological practices for sustainable development,book,hydraulic aspect development engineering practice water hydraulics sustainable resource eco technological green hydrology technology environmental
sustainable urban water systems,sustainable water services: a procedural guide,book,procedural development science service water economics sustainable guide business apply infrastructure
introduction to psychological health and wellbeing,the psychology of b.f. skinner,book,burrhus b behaviorism behaviorisme 1904 psychology f 1990 skinner frederic
introduction to psychological health and wellbeing,"the oxford handbook of stress, health, and coping",book,handbook etc oxford manual stress management psychological cop health mental
future learning design 2018,self?determined blended learning: a case study of blended learning design,article,qn teach determine brisbane picture self learn design periodical australia motion u case study blend
conservation medicine,conserving biodiversity: threats and solutions,book,biological threat new management wale conserve australia south biodiversity conservation ecosystem solution natural resource diversity
curriculum development for practitioners,key concepts for understanding curriculum,book,test educational plan education measurement curriculum concept key understand
curriculum development for practitioners,a preliminary analysis of teacher perceptions of the effects of naplan on pedagogy and curriculum,article,test teacher pedagogy high naplan evaluation preliminary management education analysis effect dynamic curriculum stake perception
sport education,a practical guide to teaching physical education in the secondary school,book,physical teach curricula education general training guide practical school secondary study
art therapy with children and adolescents,integrating expressive arts and play therapy with children and adolescents,book,play therapeutic perform practice child adolescent psychotherapy use therapy expressive art integrate
travel and tourism in society,the presentation of self in everyday life,book,role social self presentation life psychology everyday
travel and tourism in society,critical issues in tourism: a geographical perspective,book,tourisme issue geographical geografie critical perspective tourism
metaphors of mind,accessing kant: a relaxed introduction to the critique of pure reason,book,access knowledge reason der reinen critique vernunft english kritik pure 1724 immanuel theory introduction kant relaxed 1804
introduction to theology,jesus christ in modern thought,book,sus de personne je jesus thought history doctrine histoire modern christ fonctions et
teaching secondary mathematics (7-10),some implications of function graphers for the mathematics curriculum,article,function mathematics new zealand state wale south implication curriculum graphers ombudsman victoria
teaching secondary mathematics (7-10),when is a symbol symbolic?,article,symbol symbolic
teaching secondary mathematics (7-10),"mathematics for every student : responding to diversity, grades 9-12",book,every student teach respond mathematics educational education state secondary 12 multicultural grade 9 equalization diversity united study
teaching senior secondary drama,listening and reacting : telling a story through actions,book,story etc trove strip pirate tell comic treasure listen graphic react novel book action
case based inquiry community perspectives 1,journal of nurse life care planning,journal,nursing nurse planning plan periodical life care journal
introduction to tourism systems,tourism: an introductory text,book,introductory text tourism australia
individual differences and performance,"self-determination theory: a macrotheory of human motivation, development, and health.",article,human macrotheory development self determination health theory motivation
individual differences and performance,defining creative ideas,article,aspect industry medium popular idea culture social economic define creative market mass
individual differences and performance,the necessities and luxuries of mate preferences: testing the tradeoffs,article,test mate tradeoff luxury preference check necessity library
individual differences and performance,different fit perceptions in an academic environment,article,student different liberal need fit environment perception academic art adult
individual differences and performance,social and cognitive factors associated with childrens secret-keeping for a parent,article,childrens science secret parent social research associate music keep musical art cognitive factor
workplace law,of kamikazes and mad men: the fallout from the qantas industrial dispute,article,industrial fallout administration relation personnel airline qantas men dispute mad labor kamikazes law
strategic marketing,strategic market management: global perspectives,book,fo retagsledning strategic marketingmanagement management global strategisches perspective market
trauma counselling,clinical manual for assessment and treatment of suicidal patients,book,suicide manual patient suicidal assessment diagnosis treatment psychology clinical behavior
trauma counselling,journal of psychosocial nursing & mental health services,journal,nursing psychiatric service periodical health psychosocial mental journal
health policy and governance,canadian journal of psychiatry,journal,periodical psychiatry psychiatrie riodiques canada pe canadian journal
counselling adults,bereavement care,journal,death periodical bereavement hospice care
counselling adults,british journal of clinical psychology,journal,periodical british serial psychology clinical journal
imperialism and colonialism in modern history,the great transformation,book,transformation social economic 1750 economics history 1918 great
"community, policy and change",the unconscious civilization,book,individualism democracy state corporate unconscious civilization
meaning and interpretation,martin heidegger : critical assessments : language,book,1889 philosophy heidegger language assessment critical martin 1976
religion and society,practice in christianity,book,practice christianity grace life psychology christian
understanding teachers work,school is dead: an essay on alternatives in education,book,philosophy alternative dead education state essay school united
introduction to creative arts therapies in counselling,journal of creativity in mental health,journal,cultural creativity counsel periodical psychiatry psychotherapy health mental journal
principles of psychological assessment,psychological testing: theory and practice,book,test reference practice testing psychological psychology theory
organisation of work,industrial and organizational psychology: linking theory with practice,book,aspect organizational industrial social practice management psychological personnel link psychology behavior theory
competition law,the antitrust paradox: a policy at war with itself,book,war state antitrust paradox policy united law
health policy in an australian context,applied economics,journal,economic periodical economics welt applied policy
web communication project,"knowledge, attitudes and practices of australian medical students towards influenza vaccination",article,student knowledge practice towards medical attitude australian influenza vaccination
family relations and social development,"how important is parental time? it depends: comment on milkie, nomaguchi, and denny (2015)",article,denny comment nomaguchi time milkie important depend parental 2015
law of occupational health and safety,asia pacific journal of public administration,journal,asia administration public pacific journal
old testament exegesis,wisdom and the feminine in the book of proverbs,book,etc wisdom proverb woman bible interpretation book criticism feminine kommentar
global and regional sustainability (oua),temperature response to future urbanization and climate change,article,change nature cycle landscape temperature response 2309 gas future assessment life conservation urbanization climate greenhouse
global and regional sustainability (oua),the real tragedy of copenhagen,article,authority national terrorism cooperation palestinian tragedy real copenhagen international
introduction to livestock science,horse safe: a complete guide to equine safety,book,horsemanship equine horse complete guide safety measure safe
performance and creative arts,contemporary theatre review,journal,theatre periodical theater review contemporary
critical perspectives in early childhood education,power and resistance in early childhood education: from dominant discourse to democratic experimentalism,article,discourse childhood early experimentalism educator education dominant resistance psychology health behavior power mental democratic
world religions (oua),"commanding good and prohibiting evil in contemporary islam: cases from britain, nigeria, and southeast asia",article,nigeria science good asia prohibit southeast social britain command case evil islam contemporary
world religions (oua),"what is religion?, part 3: the role of the ritual | andrew brown | opinion | the guardian",article,role part religion guardian rites analysis brown marriage opinion religious tolerance natural ritual 3 custom andrew law
knowledge management,managing knowledge work,book,de information knowledge la informacio management work manage n administracio tecnologi technology
wildlife biology,life of marsupials,book,anatomy australia marsupial reproduction life
gender in asian societies,"women, gender and rural development in china",book,development social economic rural condition china woman gender
gender in asian societies,"much ado : women meet, educate, get spied on, protest",article,human ado spy much educate interaction get education technology woman protest meet computer medium
gender in asian societies,women of china,journal,woman china periodical
global policy and administration,global administrative law meets soft powers: the uncomfortable case of interpol red notices,article,soft interpol red notice administrative uncomfortable global meet power case law
safety and quality in health care,understanding non-compliance with hand hygiene practices,article,compliance food practice hygiene hand raw non safety fish understand
advanced quantitative research methods,using multivariate statistics,book,multivarie multivariate analyse statistic analysis use e
"politics, journalism and society",power to the people?,article,power people international business
"politics, journalism and society",the reporters environmental handbook,book,handbooks handbook etc manual reporter state reporting protection coverage health united environmental press
veterinary structure and function i,veterinary embryology,book,embryonic development embryology differentiation cell veterinary
contemporary fiction writing,creative writing: a workbook with readings,book,handbooks workbook etc reference manual skill language reading write discipline creative composition art
global justice,contemporary european history,journal,europe periodical history 1945 european contemporary
facilitating lifelong learning,what the best college teachers do,book,teacher teach state effective teaching college best united
"anthropology, society and culture",patterns of culture,book,culture guinea kwakiutl new pattern dobu zuni island indian papua
veterinary structure and function iv,color atlas of veterinary anatomy: the horse,book,anatomy atlas horse color veterinary
"audiences, users and participants",a students writing guide: how to plan and write successful essays,book,handbooks student report etc manual successful plan language english rhetoric write essay guide
indigenous sustainability,decolonizing nature: strategies for conservation in a post-colonial era,book,aspect philosophy nature decolonize australia colonization post history strategy colonial conservation era environmental
advanced criminology,victims & offenders,journal,restorative crime periodical victim offender justice
christology,"in the shadow of the incarnation : essays on jesus christ in the early church in honor of brian e.daley, s.j.",book,doctrinal incarnatie brian daley essay theology jesus history e shadow j early 600 honor church ca doctrine 30 christ incarnation
environmental engineering design,sustainability assessment: criteria and processes,book,development criterion process assessment sustainability sustainable nachhaltigkeit bewertung
forensic science (professional practice) masters dissertation,practical homicide investigation checklist and field guide,book,handbooks etc checklist manual homicide state field investigation guide practical united
public policy analysis,journal of public administration research and theory,journal,science administration periodical research public policy theory journal
asian centuries,"vietnamese tradition on trial, 1920-1945",book,intellectual nationalism century 20th tradition vietnamese 1920 history 1945 life vietnam 1858 trial
asian centuries,vietnam and the chinese model: a comparative study of nguyen and ching civil government in the first half of the nineteenth century,book,century civil chinese half nineteenth politics government china history comparative nguyen 19th vietnam ching first relation study model
cultural competency within and across organisations,the academy of management executive (1993-2005),journal,change organizational 1993 periodical management academy executive 2005
mentoring,"global perspectives on mentoring: transforming contexts, communities, and cultures",book,professionnelle culture perspectives contexts education mentor transform formation global community
renewable energy devices,renewable energy: power for a sustainable future,book,energy solar future renewable sustainable source power wind
introduction to information systems,management information systems: moving business forward,book,forward information management system move business
business valuation,business valuation in the spotlight,article,finance financial interest general management spotlight company business valuation
teaching drama,making the grade: the role of assessment in the theatre classroom,article,play role science classroom theatre make assessment grade psychology health research mental
"sustainability, ecology and communities (oua)",the rise and fall of sustainability in western australian politics: a review of sustainable development under the western australian labor government between 2001 and 2008,article,western development 2008 politics review sustainable government fall australian rise sustainability 2001 labor
professional writing and editing,the cambridge encyclopedia of the english language,book,handbook etc encyclopedia manual language english cambridge encyclopedias
professional writing and editing,the cambridge guide to english usage,book,dictionary usage language english australia guide cambridge canada
wellbeing (oua),is there a place for sexuality in the holistic care of patients in the palliative care phase of life?,article,phase palliative holistic quality place patient life sexuality care
learning and teaching,"learning, culture and social interaction",journal,learning interaction culture social
learning and teaching,scaffolding social and emotional learning within shared affective spaces to reduce bullying: a sociocultural perspective,article,learning reduce social scaffold within bully space sociocultural perspective emotional affective share
community development theory and practice,journal of social work practice,journal,aspect social service practice periodical psychological work review periodicals case book study journal
community development theory and practice,social work practices: contemporary perspectives on change,book,human change philosophy social service practice work perspective contemporary
community development theory and practice,textual spaces: aboriginality and cultural studies,book,culture aboriginal social cultural textual condition australia aboriginality communication space australian assimilation study
sound design,the soundtrack,journal,film periodical soundtrack television music
teaching mathematics in secondary schools,"teaching mathematics : a sourcebook of aids, activities, and strategies",book,etc teach mathematics exercise problem aids strategy sourcebook activity secondary study
teaching mathematics in secondary schools,"mathematics curriculum : issues, trends, and future directions",book,teach issue direction mathematics future education state secondary primary curriculum trend united study
teaching mathematics in secondary schools,for the learning of mathematics : an international journal of mathematics education,journal,study teach matiques mathe enseignement learn mathematics periodical journal education etude riodiques pe international et
community and social policy,the problem with neo-conservative social policy: rethinking the ethics of citizenship and the welfare state,article,ethic neo social self welfare citizenship state problem conservative policy rethink reliance
practical methods of instruction,best online instructional practices: report of phase i of an ongoing study,article,force phase report ongoing practice online education arm history armed best military instructional study
practical methods of instruction,an examination of similarities and differences among adults perceptions of instructional excellence in off-campus credit course programming,article,similarity adults classroom response among campus statistic perception credit course program examination check excellence difference system instructional library
teaching mathematics in primary schools,early spatial thinking and the development of number sense,article,development spatial early sense thinking concept child ability number
transforming business,analysing policy: whats the problem represented to be?,book,science analyse social evaluation solve problem represent policy whats
transforming business,critical sociology,journal,social periodical sociology critical mobility
work and well-being,workplace stress,article,occupational stress tasmania psychological workplace health
work and well-being,does coaching work? a meta-analysis on the effects of coaching on individual level outcomes in an organizational context,article,individual employee organizational occupational context meta effect coach analysis work training level outcome train
work and well-being,survivors of the piper alpha oil platform disaster: long-term follow-up study,article,long oil piper platform follow term disaster survivor alpha study
sustainability in practice,sustainable food,book,organic live self food sustainable gardening reliant
sustainability in practice,community vitality: the role of community-level resilience adaptation and innovation in sustainable development,article,role science development adaptation social resilience sustainable level community innovation entrepreneurship research vitality
anthropology and its others,deep play: notes on the balinese cockfight,article,play balinese note deep cockfight
anthropology and its others,"cram101 textbook outlines to accompany, an introduction to cultural ecology, mark q. sutton, e.n. anderson, 1st edition",book,human q ecology syllabi sutton mark n textbook outline edition anderson social accompany e etc cultural 1st introduction cram101
anthropology and its others,the new fontana dictionary of modern thought,book,philosophy dictionary new modern fontana encyclopedias thought
physics of materials,understanding solid state physics,book,energy science mechanic solid general state physic understand
international financial markets and institutions,international economics,book,economic economics tariff relation international
international political economy,global political economy : evolution and dynamics,book,evolution finance division trade dynamic history global economy political labor international
evolutionary analysis,a fragile balance: the extraordinary story of australian marsupials,book,story fragile identification marsupial work australia balance pictorial extraordinary australian
complexities of health and illness across the lifespan 1,nursing and residential care,journal,nursing nurse home residential periodical care
media audiences,"bob, bono and tony b: the popular artist as politician",article,university popular politician tony b 1321 newspaper artist humanity digital monash bono bob 862x
"music, drama and writing",journal of music therapy,journal,music therapy periodical journal
"culture, communities and sustainability in asia",co-management of natural resources in asia: a comparative perspective,book,asia co management economics comparative green business natural resource perspective
"culture, communities and sustainability in asia","forests and people: property, governance, and human rights",book,human tenure property right government forest conservation land governance relation people
complexities of health and illness across the lifespan 2,iranian journal of nursing and midwifery research,journal,nursing periodical midwifery research iranian journal
complexities of health and illness across the lifespan 2,practice nursing,journal,nursing practice nurse periodical britain great
approaches to the study of religion,a garland of feminist reflections: forty years of religious exploration,book,garland aspect theology exploration year buddhism woman doctrine feminist religious reflection forty
approaches to the study of religion,"the holy bible, containing the old and new testaments, new revised standard version",book,contain holy testament new bible standard version revise old
approaches to the study of religion,the sacred canopy: elements of a sociological theory of religion,book,element religion canopy sociology sacred sociological theory
wireless and interactive networks,"wireless mesh networking: architectures, protocols and standards",book,protocols mesh wireless architecture standard communication system router computer networking network
project in creative writing,deepening fiction : a practical guide for intermediate and advanced writers,book,short authorship story intermediate advance fiction deepen guide practical writer
design thinking tools,design for the real world,book,human world industrial design engineering real
leading the engaged enterprise,what is wisdom and how can we develop it?,article,wisdom social periodical australia ne woman u life australian custom develop
environmental technology for sustainability,alternative water management and self-sufficient water supplies,book,science supply alternative self water management economics sufficient business case apply study infrastructure
modern physics,surface analysis methods in materials science,book,science analysis material method surface technology
"sustainability, ecology and communities",sustainability leadership: co-creating a sustainable future,article,science information co library kuenkel leadership petra future review sustainable create sustainability book
"sustainability, ecology and communities",future visioning for sustainable household practices: spaces for sustainability learning?,article,learning development visioning household practice planning future synergies offs sustainable geography space urbanisation sustainability trade
principles and practices in early childhood education,the importance of free play in the early childhood classroom: perspectives from a teacher,article,play teacher classroom childhood early perspectives importance education standard regulation psychology health rule free mental law
knowledge management and organisational learning,images of strategy,book,publiques strategic plan management offres achat image strategy anti gy strategisch strate
environmental policy and law,policy studies journal,journal,science social periodical periodicals policy study journal
environmental policy and law,environmental policy and governance,journal,europe periodical pollution policy governance environmental
experimental,principles of instrumental analysis,book,principle textbook analysis instrumental
introduction to philosophy,philosophy : basic readings,book,basic philosophy reading god introduction
overseas aid and international development,buying innocence: child-sex tourists in thailand,article,thailand innocence tourist buying sex child checked library
overseas aid and international development,"compassion fatigue: graphic, complicated stories numb readers and viewers to atrocities",article,university story reader viewer atrocity 1321 newspaper compassion fatigue humanity digital graphic complicate monash 862x numb
cognitive processes,"coglab on a cd, 2.0",book,2 etc 0 problem coglab cognition psychology cd cognitive exercise
"ethics, responsibility and justice",philosophy: key themes,book,theme philosophy essay philosophie key
principles of environmental impact assessment,strategic environmental assessment in action,book,aspect strategic planning impact analysis assessment policy action environmental
principles of environmental impact assessment,journal of environmental assessment policy & management,journal,periodical management impact analysis assessment policy environmental journal
land and water management,soils and environment,book,aspect environment soil environmental
personality and performance,what drives adult personality development? a comparison of theoretical perspectives and empirical evidence,article,comparison development empirical evidence drive perspective personality theoretical adult
culture and religion in asia,the china quarterly,journal,china history periodical quarterly
aboriginal and torres strait islander perspectives across the curriculum,60 years on: remembering the 1946 pilbara indigenous pastoral workers strike,book,1949 w aboriginal worker year 60 pastoral remember 1946 indigenous pilbara history strike
legal research methods for honours,methodologies of legal research: which kind of method for what kind of discipline?,book,philosophy teach jurisprudence methodologies legal kind discipline research method study law
governance and politics in the 21st century,ideological coalitions and the international promotion of social accountability: the philippines and cambodia compared1,article,promotion cambodia social philippine ideological international compared1 coalition accountability
communication skills for undergraduate study,defence journal,journal,world science defence periodical politics policy military art journal
democracy and political change,challenging southeast asian development: the shadows of success,book,asia development aspect asian success southeast social economic challenge shadow poverty
contemporary asia,australias asia: from yellow peril to asian century,book,asians asia asian century peril australia yellow history multiculturalism relation
principles and processes of interventions,the gift of therapy: reflections on being a therapist,book,reflection popular therapist patient work psychotherapy therapy psychotherapist case gift study
principles and processes of interventions,individual psychotherapy and the science of psychodynamics,book,individual science psychodynamics psychotherapy case study
advanced psychological assessment,responsible test use: case studies for assessing human behavior,book,test human educational responsible behavioral psychological assessment measurement interpretation use behavior case assess study
fourth year seminar,science communication,journal,science social periodical communication medicine
sound production,the sound reinforcement handbook,book,handbook reinforcement engineering supply equipment reproduce sound acoustical record
sound production,"the sound studio: audio techniques for radio, television, film and recording",book,film reproduce technique sound effect broadcast audio television studio record radio
europe under the dictators,the anatomy of fascism,book,century 20th europe anatomy politics government fascism
business of freelancing,the huffington post blog,journal,blog huffington post
business of freelancing,tax power for the self-employed: straightforward advice from an expert,book,tax unite popular legislation advice expert self straightforward state work taxation power income united employ law
people and practice,quantifying the environmental impact of ecovillages and co-housing communities: a systematic literature review,article,regional co housing planning systematic impact review urban community ecovillages literature quantify environmental
international marketing,"brand image evaluations: the interactive roles of country of manufacture, brand concept, and vertical line extension type.",article,human role vertical interaction evaluation education type technology brand image country manufacture line extension concept computer interactive medium
it professional practice,ethics in ict: an australian perspective,book,aspect ethic telecommunication ict moral australia perspective ethical australian computer network
literacies in the early years,reading magic: how your child can learn to read before school-and other read-aloud miracles,book,childhood early magic learn oral reading aloud miracle read child school book
"social, games and mobile media",drama & theatre: key terms & concepts,book,theatre term drama theater concept key terminology
wellbeing,writing and designing readable patient education materials,article,design patient program readable education write instruction material project description document
public relations strategy,social media communication matrix: a new direction in public relations,book,medium social direction online new public matrix communication relation network
effective leadership,executive excellence,journal,periodical management personnel executive excellence
nurturing creativity in the early years,the hundred languages of children: the reggio emilia experience in transformation,book,unite transformation childhood early italy reggio education approach state language hundred child case experience study emilia
childrens literature in the classroom,childrens literature in education,journal,childrens periodical education literature read child book
storytelling in australia,filmmaker magazine,journal,magazine filmmaker
foundations of economics,principles of microeconomics,book,microeconomics australian principle textbooks
the developing mind,competition as rational action: why young children cannot appreciate competitive games,article,game appreciate can competition rational attorney affirmative woman young regulation competitive child rule not action law
documentary,ultimately we are all outsiders: the ethics of documentary filming,article,documentary anthropology ethic film picture direction outsiders filming ethnographic motion ultimately production visual
work and well-being,the relevance of industrial and organisational psychology to contemporary organisations: how far have we come and what needs to be done post-2000?,article,organisational industry industrial competition relevance far need post 2000 psychology do organisation come contemporary
work and well-being,theoretical issues in ergonomics science,journal,human science issue engineering periodical ergonomics work environment research theoretical
communication research,nursing research,journal,research periodical nursing nurse
"sustainability, ecology and communities","sustainability : science, practice, & policy",journal,development science practice sustainable policy sustainability environmental
"sustainability, ecology and communities",tasmania together and growing victoria together: can state plans deliver environmental sustainability?,article,development planning tasmania plan corporate together state sustainable grow policy sustainability victoria deliver environmental
evidence based nursing practice,understanding research methods for evidence-based practice in health,book,handbooks etc evidence practice manual make methodology base decision understanding clinical research health method medicine
evidence based nursing practice,applied nursing research,journal,nursing nurse periodical research apply
case based inquiry acute care perspectives 1,recovery and borderline personality disorder: a description of the innovative open borders program,article,disorder borderline innovative program open border description personality recovery
business finance,"mcgraths financial institutions, instruments & markets",book,etc financial market mcgraths problem australia instrument money institution exercise
teaching english years 7-10,prospect,journal,western industrial prospect periodical australia mineral policy resource mine
teaching english years 7-10,body ritual among the nacirema,article,aspect anthropology ritual among social nacirema archeology community life body research folklore imperialism
crop protection and plant biosecurity,chemistry of pesticides,book,chemistry pesticide
public policy perspectives,the policy process: a reader,book,science reader administration process bureaucracy make public decision policy
transformations in the global order,"rising powers, global capitalism and liberal global governance: a historical materialist account of the brics challenge",article,governance historical account challenge materialist global capitalism power rise checked library brics liberal
microeconomics a,misbehaving : the making of behavioral economics,book,wirtschaftliches aspect misbehave economics psychological behavioral rationalita make verhalten
managing uncertainty through scenario planning,leading from the emerging future: from ego-system to eco-system economies,book,change aspect social economic future economics problem emerge economy lead eco system ego sociological
current debates in education,how do learning environments vary by school sector and socioeconomic composition? evidence from australian students,article,student evidence learn public sector environment vary australian private school socioeconomic composition
"society, culture and ecology in asia",tinkering with sustainable or eco-tourism hides the real face of tourism,article,success face management sustainable critical real eco construction project csfs hide factor tourism tinker
"society, culture and ecology in asia",the batek of peninsular malaysia : the victims of individuals,article,individual batek victim malaysia peninsular
"society, culture and ecology in asia",tei quarterly environment journal.,journal,environmental quarterly environment policy thailand tei journal
"old media, new media","media, society, world: social theory and digital media practice",book,society aspect world medium social practice sociology digital communication theory mass
"old media, new media",games and culture,journal,aspect game culture social video periodical
organisational behaviour and management,"organisational behaviour: emerging knowledge, global insights",book,organisational organizational knowledge insight area emerge global pacific behavior behaviour textbook
"terrorists, gangsters and the state","stress of war, conflict and disaster",book,conflict stress physiological physiology disaster psychology war
critical topics in communication and media studies,inculcating creativity: culture as public pedagogy in singapore,article,pedagogy culture singapore creativity inculcate public
health research and evidence based nursing care,"evidence-based practice, step by step: asking the clinical question",article,evidence practice question step physiology base clinical ask exercise sport medicine
overseas aid and international development (oua),the satanic geographies of globalization: uneven development in the 1990s,article,development 1990s uneven check globalization geography satanic library
media governance and globalisation,unsustainable journalism,article,unsustainable journalism
modern japan,protest in tokyo: the security treaty crisis of 1960,book,treaty crisis 1960 state relation politics government protest 1945 foreign tokyo japan united security
social bases of behaviour,evolutionary psychology: a how-to guide.,article,guide psychology evolutionary
international management,"cross-cultural management studies: too many conclusions, not enough conceptualisation",article,conceptualisation colonialism cross cultural management check heritage conclusion enough library study many
genetic engineering,from genes to genomes: concepts and applications of dna technology,book,genome application engineering gene dna genetic technology concepts
case based inquiry acute care perspectives 2,type i diabetes: pancreas and islet transplantation,article,transplantation disorder diabetes pancreas carbohydrates islet metabolism congress lipoprotein congresses type physiopathology
critical topics in communication and media studies,the affect theory reader,book,affekt reader culture affect psychology theory
global media and culture,understanding the media,book,philosophy mass massamedia understanding medium
strategic management,harvard business review. mar,journal,harvard economic periodical review history commerce mar business
"mobile worlds migrants, refugees and the politics of belonging",guests and aliens,book,europe immigration emigration government alien history policy guest
corporate social responsibility and business ethics,people management,journal,management people
alternative and mainstream communities,the british journal of sociology,journal,periodical sociology british sociologie journal
"childrens literature, storytelling and the arts",ageing research reviews,journal,periodical age review research developmental biology molecular
integrated nursing practice,neurology,journal,neurologie periodical riodiques pe neurology
teaching music theory and practice,international journal of community music,journal,rfagligt alment community music tv og international journal
investments and portfolio management,investments: concepts and applications,book,application investment australia concept textbook
introduction to sociology,youth studies: an introduction,book,teach sociology youth research introduction study
structure of english,monthly,journal,lesbians monthly new periodical jersey feminism
international business,scandinavian journal of economics,journal,science journal economics e scandinavian country nordic conomique
mental health practice,od practitioner,journal,practitioner od
understanding inclusion in learning communities,journal of educational and psychological consultation,journal,spe educational psychological consultant e psychology ducation school ciale consultation journal
theory and practice of interpreting,introducing interpreting studies,book,study translate interpret research introduce methodology
sociology of deviance,body & society,journal,human menselijk aspect society social periodical sociology body lichaam
communications and cultures in the global era,communication between cultures,book,communication interpersonal culture intercultural
introduction to fiction writing,reading and writing from literature,book,authorship etc appreciation problem english language rhetoric writing literature read criticism exercise
medical radiations science,essentials of law for health professionals,book,legislation nursing nurse essential australia medical health law professional
communications and media studies contemporary debates,a casual revolution: reinventing video games and their players,book,aspect game reinvent video casual psychological virtual player environment psychology revolution gamers share
enabling occupation performance challenges a,frames of reference for pediatric occupational therapy,book,reference occupational pediatric therapy infant child frame
enabling occupation performance challenges a,disability and rehabilitation,journal,periodical medical rehabilitation people disability
teacher as a professional,journal of teacher education,journal,teacher teach periodical education study train journal
emergency nursing,south african medical journal,journal,periodical journal south medical african africa medicine
research and therapeutic interventions in counselling psychology,the australian and new zealand journal of family therapy,journal,family periodical new zealand psychotherapy therapy australian journal
